y,worker,firm,z1,z2
.4848907860968822,0,0,1,1
.9018960472474036,0,0,1.05,1.01
-1.24757101557542,0,1,1.044956946314738,.7925960407454771
-.4907762656101176,0,1,1.094956946314738,.842596040745477
-.2495801239716573,0,2,.985887260776948,.680574461395797
.4562087037137723,0,2,1.035887260776948,.770574461395797
-1.176919107939071,1,1,1.143626277109799,.7424093011920921
-1.253966618590226,1,1,1.193626277109799,.7524093011920922
-.2443203342065188,1,2,1.084556591572009,.5503877218424121
-.3802862645141479,1,2,1.134556591572009,.6003877218424121
-.5650075575203433,1,3,.938971636663201,.468174500423281
-.6740598517937398,1,3,.988971636663201,.558174500423281
.7049615639504698,2,2,1.175305603085599,.4800350425077143
1.35801326006513,2,2,1.225305603085599,.4900350425077143
.6537279711831371,2,3,1.02972064817679,.3178218210885832
.7576293699057772,2,3,1.07972064817679,.3678218210885832
1.361503557638737,2,4,.82465591561164,.2779895963040209
1.353081041950935,2,4,.8746559156116399,.3679895963040208
-1.287726833465986,3,3,1.104944779263175,.2279215916508326
-1.480721747666734,3,3,1.154944779263175,.2379215916508326
-.6759149180209919,3,4,.8998800466980248,.1080893668662702
-1.010580782240635,3,4,.9498800466980248,.1580893668662702
-.6580293477130722,3,5,.6689189253806598,.1205757323185805
-.6670050255319672,3,5,.7189189253806597,.2105757323185805
-.0794244904140196,4,4,.9525936642025122,-.0003417713926603
-.2879446430688286,4,4,1.002593664202512,.0096582286073397
.6050952010108633,4,5,.7216325428851471,-.06785540594035
.1331881916708375,4,5,.7716325428851472,-.01785540594035
.8644505144428334,4,6,.5012092543523804,.0036342268111817
.7482052980585218,4,6,.5512092543523803,.0936342268111817
-1.338811040338176,5,5,.7457474367935208,-.1934232726548896
-.8728616184155508,5,5,.7957474367935209,-.1834232726548896
.1781840131117731,5,6,.5253241482607541,-.2019336399033578
-.1895872751227042,5,6,.5753241482607541,-.1519336399033578
-.981616153948289,5,7,.3507128450580201,-.0684246001732403
-1.059485463525248,5,7,.4007128450580201,.0215753998267597
1.306538800039688,6,6,.5158922494200839,-.3428949199287868
1.358401058744318,6,6,.565892249420084,-.3328949199287868
1.288083254820787,6,7,.3412809462173498,-.2893858801986693
.8573197787784503,6,7,.3912809462173499,-.2393858801986693
.2194394231841892,6,8,.242712517754185,-.0946973601504141
-.0183036488780975,6,8,.2927125177541849,-.0046973601504141
1.36756634214719,7,7,.2946915902385837,-.4436836410057972
1.143044059844951,7,7,.3446915902385837,-.4336836410057971
.6034653151175491,7,8,.1961231617754188,-.328995120957542
.6167134578532334,7,8,.2461231617754188,-.278995120957542
.5484317946097594,7,9,.1954572333880147,-.0777708910197814
1.001605616728934,7,9,.2454572333880147,.0122291089802186
.3563523063024825,8,8,.1102470348284638,-.4943007195046139
.9548545060700147,8,8,.1602470348284638,-.4843007195046138
.8982383400332814,8,9,.1095811064410597,-.3230764895668534
1.041347029590028,8,9,.1595811064410597,-.2730764895668534
2.358434750075143,8,10,.2178995983304261,-.0234754367828886
2.705056624369209,8,10,.2678995983304261,.0665245632171114
2.862299715594905,9,9,-.0161448657222503,-.4968370148599094
3.27225435750527,9,9,.0338551342777497,-.4868370148599094
4.711489201865695,9,10,.0921736261671161,-.2772359620759447
4.205905121228262,9,10,.1421736261671161,-.2272359620759447
2.561289746712126,9,11,.3085607879419592,.05957518997568
2.804265597433373,9,11,.3585607879419592,.14957518997568
3.271643243879996,10,10,-.0723765778853973,-.456726246847616
3.210605101004671,10,10,-.0223765778853973,-.446726246847616
1.432373463279903,10,11,.1440105838894458,-.1999150947959913
1.116448946156753,10,11,.1940105838894458,-.1499150947959913
2.820140555281293,10,12,.4556538059620698,.1606258891964732
2.903797041015664,10,12,.5056538059620698,.2506258891964732
.0315478008788359,11,11,-.0567904391166458,-.382293236643885
.2681979466882798,11,11,-.0067904391166458,-.372293236643885
1.713165139737769,11,12,.2548527829559781,-.1017522526514205
1.762669680046181,11,12,.3048527829559782,-.0517522526514205
.2542912723313533,11,13,.6384530868570519,.2675628899385551
.1019569939226955,11,13,.688453086857052,.3575628899385551
.664310253039943,12,12,.0218195596875391,-.2841175134773378
.5258190030334573,12,12,.0718195596875391,-.2741175134773378
-.9714041452464777,12,13,.4054198635886129,.0051976291126378
-.8924527141791229,12,13,.455419863588613,.0551976291126378
-.8241405987182707,12,14,.8297567958125707,.3677857222721493
-.8408969236738799,12,14,.8797567958125706,.4577857222721493
1.190299825902637,13,13,.145458054858926,-.1742542750243367
1.230137713555212,13,13,.195458054858926,-.1642542750243367
1.090641841060408,13,14,.5697949870828837,.1083338181351748
1.166661074530666,13,14,.6197949870828837,.1583338181351747
1.701411978485115,13,15,.9991635572846904,.4491119091878987
1.288515729403343,13,15,1.04916355728469,.5391119091878986
.8811069470749771,14,14,.2892817654173246,-.0653636088575226
1.061074524290512,14,14,.3392817654173246,-.0553636088575226
.9862028377982256,14,15,.7186503356191313,.1954144821952013
1.099776106659742,14,15,.7686503356191313,.2454144821952013
1.254746134463009,14,16,1.116791640015076,.5006556587607859
1.738325903641185,14,16,1.166791640015076,.5906556587607859
2.076692824143459,15,15,.4247821935230934,.0301954140822456
2.46301071435542,15,15,.4747821935230934,.0401954140822456
3.108890974890699,15,16,.8229234979190378,.2554365906478301
3.175362489050329,15,16,.8729234979190379,.3054365906478301
1.63821549600955,15,17,1.1570163208618,.5136234535684854
1.474015617430184,15,17,1.2070163208618,.6036234535684853
.9686182656351771,16,16,.5234293464315906,.1012470294825845
1.173530754064938,16,16,.5734293464315906,.1112470294825845
.2159859099100435,16,17,.8575221693743529,.2794338924032396
-.156232983501332,16,17,.9075221693743529,.3294338924032396
.8387547575634864,16,18,1.101796143222786,.4819746518397532
.5955670121644487,16,18,1.151796143222786,.5719746518397532
.6673177273748311,17,17,.5603552107751018,.1386002768243153
.7763803468487075,17,17,.6103552107751018,.1486002768243153
2.044294170669208,17,18,.8046291846235347,.2611410362608288
1.694317538618353,17,18,.8546291846235348,.3111410362608288
1.053054821088258,17,19,.9432017492017883,.4029037075711098
1.527033486002026,17,19,.9932017492017884,.4929037075711098
.8716946683711893,18,18,.5176498433555135,.135717697828483
.8912814237206392,18,18,.5676498433555135,.145717697828483
.1700823700854803,18,19,.6562224079337672,.197480369138764
.4411758872494606,18,19,.7062224079337672,.247480369138764
.361370936022222,18,20,.6848472597561228,.2771118548265245
.3695938134767155,18,20,.7348472597561229,.3671118548265244
1.352442831276302,19,19,.3868849602859007,.089207678453779
1.267752586178293,19,19,.4368849602859007,.099207678453779
1.537393937608907,19,20,.4155098121082563,.0888391641415394
